soda_per_week,fast_food,monthly_earnings,homeowner,acc_produce,health_status,acc_produce_ALWAYS,acc_produce_NEVER,acc_produce_SOMETIMES,acc_produce_USUALLY,health_status_recode
1.0,2.0,5000.0,1,3,EXCELLENT,0,0,0,1,1
1.0,1.0,0.0,0,4,GOOD,1,0,0,0,2
21.0,2.0,3000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,1.0,2000.0,1,4,GOOD,1,0,0,0,2
1.0,3.0,0.0,0,4,VERY GOOD,1,0,0,0,1
14.0,2.0,800.0,0,2,FAIR,0,0,1,0,2
0.0,3.0,5200.0,1,4,GOOD,1,0,0,0,2
0.0,2.0,1600.0,0,4,VERY GOOD,1,0,0,0,1
0.0,2.0,1000.0,0,3,VERY GOOD,0,0,0,1,1
21.0,2.0,1700.0,1,3,VERY GOOD,0,0,0,1,1
2.0,0.0,700.0,1,4,GOOD,1,0,0,0,2
6.0,3.0,167.0,1,4,FAIR,1,0,0,0,2
1.0,7.0,1600.0,1,1,FAIR,0,1,0,0,2
0.0,2.0,950.0,0,4,GOOD,1,0,0,0,2
14.0,0.0,1900.0,1,4,GOOD,1,0,0,0,2
7.0,3.0,1000.0,0,3,VERY GOOD,0,0,0,1,1
1.0,1.0,1120.0,1,4,VERY GOOD,1,0,0,0,1
0.0,2.0,4000.0,1,4,GOOD,1,0,0,0,2
1.0,1.0,1200.0,0,2,GOOD,0,0,1,0,2
2.0,6.0,4000.0,1,3,VERY GOOD,0,0,0,1,1
0.0,0.0,12000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,2.0,150.0,0,3,GOOD,0,0,0,1,2
0.0,1.0,500.0,0,4,POOR,1,0,0,0,3
1.0,2.0,2000.0,0,4,FAIR,1,0,0,0,2
0.0,2.0,2000.0,0,4,GOOD,1,0,0,0,2
1.0,2.0,0.0,0,3,FAIR,0,0,0,1,2
1.0,1.0,1700.0,0,3,GOOD,0,0,0,1,2
1.0,1.0,3000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,500.0,0,4,FAIR,1,0,0,0,2
0.0,0.0,1000.0,0,2,FAIR,0,0,1,0,2
0.0,2.0,7000.0,1,1,GOOD,0,1,0,0,2
1.0,1.0,1000.0,1,3,VERY GOOD,0,0,0,1,1
0.0,0.0,2650.0,1,4,VERY GOOD,1,0,0,0,1
1.0,3.0,340.0,0,3,FAIR,0,0,0,1,2
0.0,3.0,560.0,0,4,GOOD,1,0,0,0,2
2.0,1.0,310.0,0,4,GOOD,1,0,0,0,2
0.0,1.0,967.0,0,4,VERY GOOD,1,0,0,0,1
3.0,0.0,400.0,0,4,FAIR,1,0,0,0,2
0.0,3.0,1700.0,0,4,GOOD,1,0,0,0,2
21.0,1.0,2000.0,0,4,GOOD,1,0,0,0,2
0.0,0.0,7000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,1.0,10000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,300.0,1,4,VERY GOOD,1,0,0,0,1
6.0,1.0,500.0,0,4,EXCELLENT,1,0,0,0,1
1.0,0.0,8000.0,0,4,EXCELLENT,1,0,0,0,1
1.0,1.0,0.0,0,3,GOOD,0,0,0,1,2
0.0,0.0,3676.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,8000.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,9000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,1.0,4000.0,0,4,EXCELLENT,1,0,0,0,1
0.0,2.0,5000.0,1,4,EXCELLENT,1,0,0,0,1
2.0,1.0,500.0,0,3,VERY GOOD,0,0,0,1,1
7.0,0.0,3500.0,0,4,EXCELLENT,1,0,0,0,1
0.0,2.0,850.0,0,4,VERY GOOD,1,0,0,0,1
4.0,4.0,7000.0,1,3,FAIR,0,0,0,1,2
1.0,2.0,3800.0,1,2,EXCELLENT,0,0,1,0,1
2.0,3.0,2000.0,1,4,GOOD,1,0,0,0,2
1.0,1.0,4700.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,520.0,0,3,FAIR,0,0,0,1,2
1.0,2.0,0.0,0,3,FAIR,0,0,0,1,2
2.0,0.0,0.0,1,1,FAIR,0,1,0,0,2
1.0,0.0,800.0,1,4,EXCELLENT,1,0,0,0,1
3.0,0.0,1000.0,0,4,VERY GOOD,1,0,0,0,1
0.0,2.0,5000.0,1,4,FAIR,1,0,0,0,2
2.0,4.0,1200.0,0,4,GOOD,1,0,0,0,2
7.0,2.0,13000.0,0,2,GOOD,0,0,1,0,2
0.0,0.0,0.0,0,4,EXCELLENT,1,0,0,0,1
1.0,2.0,5000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,700.0,0,2,VERY GOOD,0,0,1,0,1
1.0,0.0,2000.0,0,4,GOOD,1,0,0,0,2
7.0,3.0,1500.0,1,2,FAIR,0,0,1,0,2
1.0,1.0,2200.0,1,4,FAIR,1,0,0,0,2
7.0,2.0,2000.0,0,3,FAIR,0,0,0,1,2
0.0,3.0,6200.0,0,4,GOOD,1,0,0,0,2
4.0,1.0,3200.0,0,1,VERY GOOD,0,1,0,0,1
0.0,2.0,3000.0,1,4,EXCELLENT,1,0,0,0,1
1.0,2.0,4000.0,1,4,VERY GOOD,1,0,0,0,1
3.0,3.0,940.0,0,4,FAIR,1,0,0,0,2
7.0,2.0,2300.0,1,4,FAIR,1,0,0,0,2
2.0,0.0,2000.0,0,3,GOOD,0,0,0,1,2
2.0,2.0,3000.0,0,4,VERY GOOD,1,0,0,0,1
7.0,2.0,0.0,1,4,GOOD,1,0,0,0,2
2.0,5.0,8500.0,1,4,GOOD,1,0,0,0,2
1.0,0.0,4000.0,1,4,GOOD,1,0,0,0,2
1.0,1.0,1000.0,1,1,VERY GOOD,0,1,0,0,1
3.0,3.0,1200.0,0,4,GOOD,1,0,0,0,2
0.0,0.0,1200.0,1,4,POOR,1,0,0,0,3
1.0,1.0,0.0,0,4,FAIR,1,0,0,0,2
0.0,0.0,2500.0,1,4,VERY GOOD,1,0,0,0,1
0.0,3.0,3500.0,1,3,VERY GOOD,0,0,0,1,1
0.0,0.0,7000.0,1,1,VERY GOOD,0,1,0,0,1
5.0,1.0,8000.0,0,4,GOOD,1,0,0,0,2
5.0,0.0,4800.0,0,4,GOOD,1,0,0,0,2
0.0,1.0,2000.0,0,4,GOOD,1,0,0,0,2
0.0,0.0,0.0,0,4,EXCELLENT,1,0,0,0,1
1.0,1.0,30000.0,1,4,EXCELLENT,1,0,0,0,1
7.0,0.0,4000.0,0,4,GOOD,1,0,0,0,2
1.0,1.0,3500.0,1,4,FAIR,1,0,0,0,2
0.0,2.0,5000.0,0,4,FAIR,1,0,0,0,2
0.0,0.0,1000.0,1,4,VERY GOOD,1,0,0,0,1
14.0,3.0,2000.0,0,4,GOOD,1,0,0,0,2
2.0,3.0,0.0,1,4,FAIR,1,0,0,0,2
0.0,0.0,2400.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,0.0,0,4,VERY GOOD,1,0,0,0,1
0.0,2.0,6000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,3.0,3500.0,0,4,GOOD,1,0,0,0,2
0.0,2.0,2500.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,0.0,1,4,VERY GOOD,1,0,0,0,1
2.0,0.0,2700.0,0,4,GOOD,1,0,0,0,2
0.0,1.0,30000.0,0,4,VERY GOOD,1,0,0,0,1
0.0,1.0,1800.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,3400.0,1,4,GOOD,1,0,0,0,2
0.0,2.0,9200.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,500.0,0,4,VERY GOOD,1,0,0,0,1
0.0,1.0,5000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,8000.0,0,4,GOOD,1,0,0,0,2
0.0,2.0,1600.0,1,4,FAIR,1,0,0,0,2
4.0,0.0,0.0,0,4,GOOD,1,0,0,0,2
0.0,1.0,2800.0,0,4,VERY GOOD,1,0,0,0,1
0.0,0.0,300.0,0,4,VERY GOOD,1,0,0,0,1
0.0,0.0,6000.0,1,4,GOOD,1,0,0,0,2
0.0,2.0,3000.0,1,4,GOOD,1,0,0,0,2
2.0,3.0,2700.0,0,4,VERY GOOD,1,0,0,0,1
0.0,0.0,9000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,10000.0,1,4,EXCELLENT,1,0,0,0,1
1.0,1.0,2000.0,0,2,GOOD,0,0,1,0,2
1.0,2.0,2000.0,0,4,GOOD,1,0,0,0,2
0.0,2.0,3000.0,1,4,VERY GOOD,1,0,0,0,1
1.0,0.0,30000.0,0,4,EXCELLENT,1,0,0,0,1
0.0,0.0,4000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,5.0,3000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,1.0,4000.0,1,4,VERY GOOD,1,0,0,0,1
1.0,0.0,12000.0,0,4,VERY GOOD,1,0,0,0,1
0.0,0.0,3000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,1000.0,0,4,GOOD,1,0,0,0,2
8.0,7.0,0.0,1,2,GOOD,0,0,1,0,2
1.0,1.0,7000.0,1,4,GOOD,1,0,0,0,2
0.0,1.0,5000.0,1,4,GOOD,1,0,0,0,2
0.0,7.0,11780.0,0,4,FAIR,1,0,0,0,2
1.0,2.0,1000.0,0,4,VERY GOOD,1,0,0,0,1
1.0,1.0,0.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,14000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,1.0,3000.0,0,4,VERY GOOD,1,0,0,0,1
1.0,4.0,15000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,12000.0,1,4,GOOD,1,0,0,0,2
0.0,2.0,6500.0,1,2,VERY GOOD,0,0,1,0,1
0.0,0.0,0.0,1,3,POOR,0,0,0,1,3
1.0,5.0,3000.0,0,2,FAIR,0,0,1,0,2
0.0,4.0,8000.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,1000.0,1,4,FAIR,1,0,0,0,2
0.0,2.0,15000.0,1,3,GOOD,0,0,0,1,2
5.0,5.0,25000.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,3300.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,13000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,1200.0,0,4,VERY GOOD,1,0,0,0,1
3.0,0.0,0.0,0,4,EXCELLENT,1,0,0,0,1
0.0,0.0,0.0,0,2,VERY GOOD,0,0,1,0,1
0.0,1.0,1200.0,0,4,GOOD,1,0,0,0,2
1.0,3.0,4000.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,2000.0,1,4,FAIR,1,0,0,0,2
1.0,1.0,1000.0,0,2,GOOD,0,0,1,0,2
0.0,1.0,4000.0,0,4,EXCELLENT,1,0,0,0,1
0.0,1.0,2000.0,0,3,VERY GOOD,0,0,0,1,1
0.0,0.0,10000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,10.0,6000.0,1,3,VERY GOOD,0,0,0,1,1
7.0,3.0,1640.0,1,4,FAIR,1,0,0,0,2
0.0,0.0,0.0,1,4,FAIR,1,0,0,0,2
0.0,0.0,4000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,0.0,1,4,VERY GOOD,1,0,0,0,1
1.0,1.0,1000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,1.0,2500.0,1,2,VERY GOOD,0,0,1,0,1
0.0,0.0,6000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,1.0,9000.0,0,4,GOOD,1,0,0,0,2
1.0,0.0,1200.0,0,4,FAIR,1,0,0,0,2
3.0,2.0,9000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,5.0,1800.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,6900.0,1,4,VERY GOOD,1,0,0,0,1
28.0,7.0,0.0,0,4,EXCELLENT,1,0,0,0,1
0.0,0.0,1000.0,0,4,GOOD,1,0,0,0,2
0.0,0.0,10000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,2.0,0.0,0,4,GOOD,1,0,0,0,2
1.0,3.0,3000.0,1,4,FAIR,1,0,0,0,2
0.0,0.0,4000.0,0,4,VERY GOOD,1,0,0,0,1
0.0,0.0,10000.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,8200.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,9000.0,1,4,VERY GOOD,1,0,0,0,1
7.0,7.0,3000.0,1,1,VERY GOOD,0,1,0,0,1
0.0,0.0,1350.0,0,4,VERY GOOD,1,0,0,0,1
0.0,1.0,4000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,11000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,0.0,1,4,FAIR,1,0,0,0,2
7.0,1.0,1425.0,0,2,FAIR,0,0,1,0,2
0.0,2.0,7500.0,0,4,VERY GOOD,1,0,0,0,1
0.0,4.0,30000.0,1,4,GOOD,1,0,0,0,2
3.0,1.0,1200.0,1,4,VERY GOOD,1,0,0,0,1
14.0,2.0,650.0,0,4,FAIR,1,0,0,0,2
0.0,2.0,2500.0,0,4,GOOD,1,0,0,0,2
0.0,0.0,3500.0,0,4,GOOD,1,0,0,0,2
0.0,0.0,9000.0,1,3,EXCELLENT,0,0,0,1,1
0.0,2.0,4000.0,0,4,VERY GOOD,1,0,0,0,1
1.0,3.0,3000.0,0,4,GOOD,1,0,0,0,2
0.0,1.0,1200.0,1,4,GOOD,1,0,0,0,2
0.0,2.0,0.0,0,1,POOR,0,1,0,0,3
0.0,1.0,800.0,1,4,VERY GOOD,1,0,0,0,1
1.0,2.0,3000.0,1,4,EXCELLENT,1,0,0,0,1
7.0,0.0,0.0,0,4,VERY GOOD,1,0,0,0,1
0.0,0.0,3000.0,0,4,VERY GOOD,1,0,0,0,1
3.0,4.0,15000.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,3000.0,1,4,GOOD,1,0,0,0,2
0.0,23.0,1300.0,1,4,VERY GOOD,1,0,0,0,1
0.0,2.0,700.0,0,3,GOOD,0,0,0,1,2
0.0,0.0,7500.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,1100.0,0,4,EXCELLENT,1,0,0,0,1
3.0,4.0,700.0,0,4,VERY GOOD,1,0,0,0,1
0.0,1.0,6000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,1.0,1000.0,1,4,EXCELLENT,1,0,0,0,1
1.0,2.0,4000.0,0,4,GOOD,1,0,0,0,2
0.0,4.0,5400.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,900.0,0,4,GOOD,1,0,0,0,2
1.0,2.0,3000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,30000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,6800.0,0,4,GOOD,1,0,0,0,2
28.0,3.0,5000.0,1,3,VERY GOOD,0,0,0,1,1
0.0,1.0,30000.0,1,2,FAIR,0,0,1,0,2
0.0,2.0,10000.0,0,4,GOOD,1,0,0,0,2
0.0,0.0,2800.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,1000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,1.0,12000.0,0,4,GOOD,1,0,0,0,2
0.0,5.0,1400.0,0,2,FAIR,0,0,1,0,2
0.0,3.0,1000.0,1,3,EXCELLENT,0,0,0,1,1
1.0,0.0,500.0,0,4,EXCELLENT,1,0,0,0,1
0.0,2.0,2500.0,0,4,VERY GOOD,1,0,0,0,1
0.0,1.0,0.0,0,4,VERY GOOD,1,0,0,0,1
0.0,0.0,5000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,3500.0,1,4,EXCELLENT,1,0,0,0,1
0.0,7.0,3000.0,1,4,GOOD,1,0,0,0,2
0.0,2.0,12000.0,0,4,GOOD,1,0,0,0,2
0.0,1.0,4000.0,1,1,FAIR,0,1,0,0,2
1.0,10.0,1600.0,0,4,GOOD,1,0,0,0,2
0.0,1.0,1600.0,0,4,EXCELLENT,1,0,0,0,1
1.0,0.0,10000.0,1,3,VERY GOOD,0,0,0,1,1
0.0,0.0,6000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,3.0,9000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,2.0,3000.0,1,2,FAIR,0,0,1,0,2
1.0,3.0,4000.0,1,4,GOOD,1,0,0,0,2
0.0,1.0,800.0,1,3,VERY GOOD,0,0,0,1,1
0.0,0.0,1200.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,6000.0,1,4,VERY GOOD,1,0,0,0,1
1.0,4.0,2500.0,1,2,VERY GOOD,0,0,1,0,1
0.0,3.0,2000.0,0,4,VERY GOOD,1,0,0,0,1
0.0,1.0,10000.0,0,4,GOOD,1,0,0,0,2
7.0,1.0,2600.0,1,2,EXCELLENT,0,0,1,0,1
0.0,0.0,7000.0,1,4,FAIR,1,0,0,0,2
0.0,1.0,2000.0,1,4,GOOD,1,0,0,0,2
7.0,1.0,1000.0,1,4,GOOD,1,0,0,0,2
21.0,4.0,8000.0,0,1,GOOD,0,1,0,0,2
0.0,2.0,2000.0,1,3,GOOD,0,0,0,1,2
0.0,0.0,2000.0,0,3,EXCELLENT,0,0,0,1,1
0.0,1.0,600.0,1,3,VERY GOOD,0,0,0,1,1
0.0,0.0,5000.0,1,4,GOOD,1,0,0,0,2
1.0,0.0,3500.0,1,4,VERY GOOD,1,0,0,0,1
1.0,7.0,5000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,15000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,1.0,5000.0,1,4,GOOD,1,0,0,0,2
1.0,1.0,5200.0,1,4,POOR,1,0,0,0,3
0.0,2.0,3000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,2.0,5500.0,1,4,VERY GOOD,1,0,0,0,1
0.0,1.0,6400.0,0,4,EXCELLENT,1,0,0,0,1
0.0,0.0,2000.0,0,2,POOR,0,0,1,0,3
0.0,0.0,12000.0,0,4,GOOD,1,0,0,0,2
1.0,1.0,5500.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,3500.0,1,4,VERY GOOD,1,0,0,0,1
0.0,1.0,1200.0,0,3,GOOD,0,0,0,1,2
2.0,3.0,600.0,0,2,GOOD,0,0,1,0,2
0.0,0.0,1250.0,1,4,VERY GOOD,1,0,0,0,1
0.0,1.0,6000.0,1,4,FAIR,1,0,0,0,2
0.0,1.0,1200.0,0,3,FAIR,0,0,0,1,2
2.0,3.0,1000.0,0,3,VERY GOOD,0,0,0,1,1
0.0,2.0,20000.0,1,4,GOOD,1,0,0,0,2
1.0,5.0,4000.0,0,1,FAIR,0,1,0,0,2
0.0,0.0,5000.0,0,4,VERY GOOD,1,0,0,0,1
0.0,1.0,400.0,1,4,VERY GOOD,1,0,0,0,1
1.0,3.0,0.0,0,1,GOOD,0,1,0,0,2
0.0,2.0,300.0,0,4,VERY GOOD,1,0,0,0,1
1.0,1.0,1800.0,0,4,GOOD,1,0,0,0,2
3.0,3.0,3000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,6000.0,0,4,VERY GOOD,1,0,0,0,1
14.0,2.0,5500.0,0,4,EXCELLENT,1,0,0,0,1
7.0,7.0,1700.0,0,4,GOOD,1,0,0,0,2
0.0,0.0,4000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,4.0,3200.0,0,3,GOOD,0,0,0,1,2
0.0,0.0,11000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,9000.0,0,4,VERY GOOD,1,0,0,0,1
0.0,0.0,1500.0,1,4,GOOD,1,0,0,0,2
0.0,3.0,1600.0,0,2,FAIR,0,0,1,0,2
0.0,0.0,4000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,4.0,1450.0,1,4,GOOD,1,0,0,0,2
0.0,1.0,3600.0,1,4,VERY GOOD,1,0,0,0,1
1.0,2.0,1700.0,0,4,POOR,1,0,0,0,3
2.0,4.0,8000.0,1,2,GOOD,0,0,1,0,2
0.0,0.0,1000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,7.0,4000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,1.0,250.0,1,4,VERY GOOD,1,0,0,0,1
0.0,2.0,9000.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,3200.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,1200.0,0,4,GOOD,1,0,0,0,2
0.0,0.0,8000.0,0,4,VERY GOOD,1,0,0,0,1
3.0,0.0,1600.0,1,4,FAIR,1,0,0,0,2
0.0,2.0,1200.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,6000.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,300.0,0,4,GOOD,1,0,0,0,2
1.0,12.0,2000.0,1,1,GOOD,0,1,0,0,2
0.0,1.0,1500.0,1,4,EXCELLENT,1,0,0,0,1
0.0,3.0,11000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,1.0,5600.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,7000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,1.0,1500.0,1,4,VERY GOOD,1,0,0,0,1
0.0,1.0,5000.0,1,1,GOOD,0,1,0,0,2
0.0,0.0,16000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,950.0,1,4,GOOD,1,0,0,0,2
0.0,1.0,606.0,0,2,FAIR,0,0,1,0,2
0.0,1.0,1440.0,1,4,EXCELLENT,1,0,0,0,1
2.0,1.0,6000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,3.0,4000.0,1,4,EXCELLENT,1,0,0,0,1
3.0,2.0,2000.0,1,4,EXCELLENT,1,0,0,0,1
2.0,5.0,1500.0,0,4,EXCELLENT,1,0,0,0,1
0.0,5.0,8000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,20000.0,0,4,EXCELLENT,1,0,0,0,1
0.0,0.0,3500.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,4000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,1.0,2500.0,0,3,GOOD,0,0,0,1,2
0.0,2.0,15000.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,9500.0,0,4,EXCELLENT,1,0,0,0,1
0.0,1.0,4700.0,1,4,VERY GOOD,1,0,0,0,1
3.0,0.0,19000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,150.0,0,4,EXCELLENT,1,0,0,0,1
1.0,0.0,0.0,1,4,FAIR,1,0,0,0,2
0.0,4.0,1100.0,0,4,EXCELLENT,1,0,0,0,1
2.0,2.0,2300.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,10000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,3.0,2000.0,1,3,FAIR,0,0,0,1,2
0.0,1.0,0.0,1,4,POOR,1,0,0,0,3
5.0,12.0,5000.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,1100.0,1,4,EXCELLENT,1,0,0,0,1
1.0,1.0,0.0,1,4,EXCELLENT,1,0,0,0,1
0.0,1.0,30000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,8000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,7000.0,1,4,GOOD,1,0,0,0,2
0.0,1.0,12000.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,4000.0,1,4,VERY GOOD,1,0,0,0,1
1.0,0.0,2000.0,1,4,VERY GOOD,1,0,0,0,1
3.0,4.0,4000.0,1,4,VERY GOOD,1,0,0,0,1
7.0,3.0,800.0,0,2,FAIR,0,0,1,0,2
0.0,1.0,1500.0,1,4,EXCELLENT,1,0,0,0,1
1.0,2.0,600.0,1,4,VERY GOOD,1,0,0,0,1
0.0,1.0,1200.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,2000.0,1,4,FAIR,1,0,0,0,2
0.0,0.0,5000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,2.0,30000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,1.0,10000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,2.0,400.0,1,4,VERY GOOD,1,0,0,0,1
55.0,5.0,1100.0,0,4,POOR,1,0,0,0,3
0.0,2.0,1000.0,0,4,EXCELLENT,1,0,0,0,1
0.0,1.0,0.0,0,4,VERY GOOD,1,0,0,0,1
0.0,2.0,1500.0,1,4,VERY GOOD,1,0,0,0,1
0.0,2.0,3000.0,1,4,GOOD,1,0,0,0,2
0.0,1.0,10000.0,1,4,EXCELLENT,1,0,0,0,1
1.0,1.0,6500.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,4000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,1.0,4500.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,30000.0,1,4,GOOD,1,0,0,0,2
1.0,2.0,700.0,1,2,VERY GOOD,0,0,1,0,1
0.0,1.0,2500.0,0,4,VERY GOOD,1,0,0,0,1
0.0,1.0,5500.0,1,4,VERY GOOD,1,0,0,0,1
1.0,4.0,2800.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,5000.0,1,4,GOOD,1,0,0,0,2
0.0,3.0,8000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,1.0,10000.0,1,3,FAIR,0,0,0,1,2
0.0,1.0,10000.0,0,4,EXCELLENT,1,0,0,0,1
1.0,7.0,10000.0,0,4,VERY GOOD,1,0,0,0,1
0.0,0.0,3500.0,1,4,GOOD,1,0,0,0,2
1.0,1.0,9500.0,1,4,EXCELLENT,1,0,0,0,1
1.0,2.0,0.0,1,4,EXCELLENT,1,0,0,0,1
0.0,3.0,3000.0,0,1,GOOD,0,1,0,0,2
0.0,0.0,5000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,1.0,2500.0,0,4,VERY GOOD,1,0,0,0,1
1.0,2.0,30000.0,0,2,GOOD,0,0,1,0,2
0.0,3.0,4000.0,1,3,FAIR,0,0,0,1,2
0.0,0.0,3500.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,0.0,0,4,GOOD,1,0,0,0,2
0.0,0.0,10000.0,1,4,GOOD,1,0,0,0,2
0.0,4.0,2900.0,1,2,GOOD,0,0,1,0,2
0.0,4.0,3000.0,0,4,EXCELLENT,1,0,0,0,1
0.0,2.0,700.0,0,4,EXCELLENT,1,0,0,0,1
0.0,0.0,4000.0,1,4,FAIR,1,0,0,0,2
0.0,0.0,9000.0,1,4,VERY GOOD,1,0,0,0,1
2.0,0.0,5000.0,0,4,VERY GOOD,1,0,0,0,1
42.0,0.0,30000.0,1,2,GOOD,0,0,1,0,2
0.0,0.0,0.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,0.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,7000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,1.0,2400.0,0,2,POOR,0,0,1,0,3
4.0,3.0,3000.0,0,2,VERY GOOD,0,0,1,0,1
0.0,3.0,10000.0,1,4,EXCELLENT,1,0,0,0,1
7.0,7.0,1500.0,0,4,VERY GOOD,1,0,0,0,1
5.0,1.0,10000.0,1,4,FAIR,1,0,0,0,2
0.0,1.0,4000.0,1,4,VERY GOOD,1,0,0,0,1
3.0,0.0,500.0,1,4,GOOD,1,0,0,0,2
0.0,0.0,30000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,1.0,9000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,6000.0,0,2,FAIR,0,0,1,0,2
0.0,0.0,7000.0,1,4,EXCELLENT,1,0,0,0,1
0.0,0.0,3900.0,1,4,VERY GOOD,1,0,0,0,1
5.0,2.0,2500.0,0,4,GOOD,1,0,0,0,2
0.0,1.0,2000.0,1,4,VERY GOOD,1,0,0,0,1
0.0,0.0,6000.0,1,4,VERY GOOD,1,0,0,0,1
