id,housing,influence,contact,satisfaction
1361,3,3,1,3
1362,3,3,1,3
1363,3,3,1,3
1364,3,3,1,3
1365,3,3,1,3
1366,3,3,1,3
1367,3,3,2,1
1368,3,3,2,1
1369,3,3,2,1
1370,3,3,2,1
1371,3,3,2,1
1372,3,3,2,1
1373,3,3,2,1
1374,3,3,2,2
1375,3,3,2,2
1376,3,3,2,2
1377,3,3,2,2
1378,3,3,2,2
1379,3,3,2,2
1380,3,3,2,2
1381,3,3,2,2
1382,3,3,2,2
1383,3,3,2,2
1384,3,3,2,3
1385,3,3,2,3
1386,3,3,2,3
1387,3,3,2,3
1388,3,3,2,3
1389,3,3,2,3
1390,3,3,2,3
1391,3,3,2,3
1392,3,3,2,3
1393,3,3,2,3
1394,3,3,2,3
1395,3,3,2,3
1396,3,3,2,3
1397,3,3,2,3
1398,3,3,2,3
1399,3,3,2,3
1400,3,3,2,3
1401,3,3,2,3
1402,3,3,2,3
1403,3,3,2,3
1404,3,3,2,3
1405,4,1,1,1
1406,4,1,1,1
1407,4,1,1,1
1408,4,1,1,1
1409,4,1,1,1
1410,4,1,1,1
1411,4,1,1,1
1412,4,1,1,1
1413,4,1,1,1
1414,4,1,1,1
1415,4,1,1,1
1416,4,1,1,1
1417,4,1,1,1
1418,4,1,1,1
1419,4,1,1,1
1420,4,1,1,1
1421,4,1,1,1
1422,4,1,1,1
1423,4,1,1,2
1424,4,1,1,2
1425,4,1,1,2
1426,4,1,1,2
1427,4,1,1,2
1428,4,1,1,2
1429,4,1,1,3
1430,4,1,1,3
1431,4,1,1,3
1432,4,1,1,3
1433,4,1,1,3
1434,4,1,1,3
1435,4,1,1,3
1436,4,1,2,1
1437,4,1,2,1
1438,4,1,2,1
1439,4,1,2,1
1440,4,1,2,1
1441,4,1,2,1
1442,4,1,2,1
1443,4,1,2,1
1444,4,1,2,1
1445,4,1,2,1
1446,4,1,2,1
1447,4,1,2,1
1448,4,1,2,1
1449,4,1,2,1
1450,4,1,2,1
1451,4,1,2,1
1452,4,1,2,1
1453,4,1,2,1
1454,4,1,2,1
1455,4,1,2,1
1456,4,1,2,1
1457,4,1,2,1
1458,4,1,2,1
1459,4,1,2,1
1460,4,1,2,1
1461,4,1,2,1
1462,4,1,2,1
1463,4,1,2,1
1464,4,1,2,1
1465,4,1,2,1
1466,4,1,2,1
1467,4,1,2,1
1468,4,1,2,1
1469,4,1,2,1
1470,4,1,2,1
1471,4,1,2,1
1472,4,1,2,1
1473,4,1,2,1
1474,4,1,2,1
1475,4,1,2,1
1476,4,1,2,1
1477,4,1,2,1
1478,4,1,2,1
1479,4,1,2,1
1480,4,1,2,1
1481,4,1,2,1
1482,4,1,2,1
1483,4,1,2,1
1484,4,1,2,1
1485,4,1,2,1
1486,4,1,2,1
1487,4,1,2,1
1488,4,1,2,1
1489,4,1,2,1
1490,4,1,2,1
1491,4,1,2,1
1492,4,1,2,1
1493,4,1,2,2
1494,4,1,2,2
1495,4,1,2,2
1496,4,1,2,2
1497,4,1,2,2
1498,4,1,2,2
1499,4,1,2,2
1500,4,1,2,2
1501,4,1,2,2
1502,4,1,2,2
1503,4,1,2,2
1504,4,1,2,2
1505,4,1,2,2
1506,4,1,2,2
1507,4,1,2,2
1508,4,1,2,2
1509,4,1,2,2
1510,4,1,2,2
1511,4,1,2,2
1512,4,1,2,2
1513,4,1,2,2
1514,4,1,2,2
1515,4,1,2,2
1516,4,1,2,3
1517,4,1,2,3
1518,4,1,2,3
1519,4,1,2,3
1520,4,1,2,3
1521,4,1,2,3
1522,4,1,2,3
1523,4,1,2,3
1524,4,1,2,3
1525,4,1,2,3
1526,4,1,2,3
1527,4,1,2,3
1528,4,1,2,3
1529,4,2,1,1
1530,4,2,1,1
1531,4,2,1,1
1532,4,2,1,1
1533,4,2,1,1
1534,4,2,1,1
1535,4,2,1,1
1536,4,2,1,1
1537,4,2,1,1
1538,4,2,1,1
1539,4,2,1,1
1540,4,2,1,1
1541,4,2,1,1
1542,4,2,1,1
1543,4,2,1,1
1544,4,2,1,2
1545,4,2,1,2
1546,4,2,1,2
1547,4,2,1,2
1548,4,2,1,2
1549,4,2,1,2
1550,4,2,1,2
1551,4,2,1,2
1552,4,2,1,2
1553,4,2,1,2
1554,4,2,1,2
1555,4,2,1,2
1556,4,2,1,2
1557,4,2,1,3
1558,4,2,1,3
1559,4,2,1,3
1560,4,2,1,3
1561,4,2,1,3
1562,4,2,1,3
1563,4,2,1,3
1564,4,2,1,3
1565,4,2,1,3
1566,4,2,1,3
1567,4,2,1,3
1568,4,2,1,3
1569,4,2,1,3
1570,4,2,2,1
1571,4,2,2,1
1572,4,2,2,1
1573,4,2,2,1
1574,4,2,2,1
1575,4,2,2,1
1576,4,2,2,1
1577,4,2,2,1
1578,4,2,2,1
1579,4,2,2,1
1580,4,2,2,1
1581,4,2,2,1
1582,4,2,2,1
1583,4,2,2,1
1584,4,2,2,1
1585,4,2,2,1
1586,4,2,2,1
1587,4,2,2,1
1588,4,2,2,1
1589,4,2,2,1
1590,4,2,2,1
1591,4,2,2,1
1592,4,2,2,1
1593,4,2,2,1
1594,4,2,2,1
1595,4,2,2,1
1596,4,2,2,1
1597,4,2,2,1
1598,4,2,2,1
1599,4,2,2,1
1600,4,2,2,1
1601,4,2,2,2
1602,4,2,2,2
1603,4,2,2,2
1604,4,2,2,2
1605,4,2,2,2
1606,4,2,2,2
1607,4,2,2,2
1608,4,2,2,2
1609,4,2,2,2
1610,4,2,2,2
1611,4,2,2,2
1612,4,2,2,2
1613,4,2,2,2
1614,4,2,2,2
1615,4,2,2,2
1616,4,2,2,2
1617,4,2,2,2
1618,4,2,2,2
1619,4,2,2,2
1620,4,2,2,2
1621,4,2,2,2
1622,4,2,2,3
1623,4,2,2,3
1624,4,2,2,3
1625,4,2,2,3
1626,4,2,2,3
1627,4,2,2,3
1628,4,2,2,3
1629,4,2,2,3
1630,4,2,2,3
1631,4,2,2,3
1632,4,2,2,3
1633,4,2,2,3
1634,4,2,2,3
1635,4,3,1,1
1636,4,3,1,1
1637,4,3,1,1
1638,4,3,1,1
1639,4,3,1,1
1640,4,3,1,1
1641,4,3,1,1
1642,4,3,1,2
1643,4,3,1,2
1644,4,3,1,2
1645,4,3,1,2
1646,4,3,1,2
1647,4,3,1,3
1648,4,3,1,3
1649,4,3,1,3
1650,4,3,1,3
1651,4,3,1,3
1652,4,3,1,3
1653,4,3,1,3
1654,4,3,1,3
1655,4,3,1,3
1656,4,3,1,3
1657,4,3,1,3
1658,4,3,2,1
1659,4,3,2,1
1660,4,3,2,1
1661,4,3,2,1
1662,4,3,2,1
1663,4,3,2,2
1664,4,3,2,2
1665,4,3,2,2
1666,4,3,2,2
1667,4,3,2,2
1668,4,3,2,2
1669,4,3,2,3
1670,4,3,2,3
1671,4,3,2,3
1672,4,3,2,3
1673,4,3,2,3
1674,4,3,2,3
1675,4,3,2,3
1676,4,3,2,3
1677,4,3,2,3
1678,4,3,2,3
1679,4,3,2,3
1680,4,3,2,3
1681,4,3,2,3
